Oscars Year,Film Year,Actors,Gender,Played Off,Award,Speech
2010,2009,0,0,0,Documentary (Short Subject),"Oh my god. This is amazing. Two years ago when I got on an airplane and went to Zimbabwe, I never imagined in my wildest dreams that I'd end up here. This is so exciting—And Prudence, who is here, who is back there tonight. Prudence is here tonight. This is for Prudence."
2010,2009,0,1,0,Documentary (Short Subject),"Don't you like that the man never lets the woman talk. Isn't that just the classic thing? You know, in a world in which most of us are told and tell ourselves that we can't, Liyana, the band behind this film, teaches us that we're wrong. Against all odds, they did, so we can. So the bottom line is, to me, my role models and my heroes: Marvelous, and Energy, Tapiwa, Goodwell, the whole rest of the band, and especially Prudence."
2010,2009,0,0,0,Film Editing,"Wow, this is definitely the night to be here: a tribute to horror films, and Roger Corman. It's unbelievable. And my wife. My mom, who's here in the audience, and Chris's sister. And thank you to the Academy for giving this award to a movie that was made without compromise. We didn't have any preview screenings or focus groups or studio notes. Everybody made the movie we wanted to make and it turned out great, so I'm glad everybody liked it. Thank you."
2010,2009,0,1,0,Film Editing,"Thanks to my co-editor, Bob Murawski, my amazing husband. And to Sam Raimi, who gave us both our first cutting jobs. To Kathryn Bigelow, Mark Boal, all our amazing crew, our assistants, Sean Valla, Rupert Lloyd. Everybody. We love you guys. And thanks for... Thank you."
2010,2009,0,0,1,Foreign Language Film,"It is on behalf of a crew and cast that, comprised mostly of people that I love and that are very close to my heart, that I want to thank the Academy for not considering Na'vi a foreign language, first of all. And for letting us spend three great days in the company of incredible filmmakers. On a personal note, I would love to thank my producers Gerardo Herrero, Mariela Besuievsky, Vanessa Ragone, Axel Kuschevatzky and Telefe. Tom Bernard... Sorry. In English it's more difficult, it's a little slower. No! No! Oh, countdown...oh, okay. Tom Bernard and Michael Barker from Sony Classics. And Cecilia, you found a guy stuck in development hell and made something watchable out of him. Thank you so much. I love you. I owe you. What, do I...? Please wrap up. How...? Thank you. Thank you, thank you, thank you. Vamos Argentina y un abrazo a los hermanos de Chile."
2010,2009,0,1,0,Makeup,"I don't want to step on your tail. It's hard to follow that face. We thank you, the Academy. We thank J.J. Abrams. Your vision inspired us, your energy kept us going, and your insistence on perfection brought us here. We thank Bad Robot, Paramount Pictures; we felt your support every day. We had an amazing staff of artists, over forty. We share this with you and we'll be giving your names backstage at that backstage Thank You Cam. Thank you very much."
2010,2009,0,0,0,Makeup,"Happy anniversary, baby."
2010,2009,0,0,0,Music (Original Score),"Thank you, guys. When I was... I was nine and I asked my dad, ""Can I have your movie camera? That old, wind-up 8mm camera that was in your drawer?"" And he goes, ""Sure, take it."" And I took it and I started making movies with it and I started being as creative as I could, and never once in my life did my parents ever say, ""What you're doing is a waste of time."" Never. And I grew up, I had teachers, I had colleagues, I had people that I worked with all through my life who always told me what you're doing is not a waste of time. So that was normal to me that it was okay to do that. I know there are kids out there that don't have that support system, so if you're out there and you're listening, listen to me: If you want to be creative, get out there and do it; it's not a waste of time. Do it. Okay? Thank you. Thank you."
2010,2009,0,0,0,Music (Original Song),"Thank you so much. I'd like to thank my wife Anna. I love you more than rainbows, baby. My uncle Clay, my band, Jack Whigham. Scott Cooper, the cast of ""Crazy Heart"": Jeff and Maggie and Colin and Mr. Bob. Everyone at Fox Searchlight. And Mr. T Bone Burnett and Stephen Bruton. Thank you all so much. Thank you. Thank you."
2010,2009,0,1,0,Best Picture,"I was just gonna reiterate that with Rob and Patrick, who took a very brave shot with this movie, and we owe them dearly. And perhaps one more dedication: To men and women all over the world who, sorry to reiterate, but wear a uniform. But even not just the military – hazmat, emergency, firemen. You know, they're there for us and we're there for them. Thank you. Thank you."
2010,2009,0,0,0,Best Picture,"Thank you so much. This has been such a dream, beyond a dream, for all of us who have lived for so long with this story. And, you know, we had this fantasy of making our film our way with the talent that we hoped to have, and hopefully we would find a distributor and somebody might even like the movie. So to be standing here, this was really, truly, honestly never part of anything we even imagined in our wildest dreams. So thank you so much to each and every member of the Academy for really honoring us beyond anything we could've imagined. GREG SHAPIRO: Thank you to the Academy. This is really unreal and extremely humbling. We also have to thank our intrepid financier and fellow producer, Nicolas Chartier, who bet on this movie when no one else would. The incredible support that we got from CAA, particularly Joel Lubin, Roeg Sutherland, Brian Siberell. Our entire cast and crew, and our fearless director. Our fearless director. And also, we owe a deep debt of gratitude, by the way, to Summit Entertainment and Rob Friedman and Patrick Wachsberger for distributing this film. And thank you, Mom. I forgot to thank you before."
2010,2009,0,0,0,Short Film (Animated),"Good evening. It doesn't look like, but it's a French film. Sorry about the accent. I'm the producer of the film, so I have to thank the three thousand non-official sponsors that appeared in the film. And I have to assure them that no logos were harmed during the making of the project. This award has to be shared with the incredible people who made the film, all the team, and especially the three directors that are with us in the theater tonight: François Alaux, Hervé de Crécy and Ludovic Houplain. You can applaud them, the directors. Thanks for them. They have been working for a very, very long time on this film. It took, like, six years to make this sixteen minutes, so I hope to come back here with a long feature film in about thirty-six years. Thank you very much. Bon soir."
2010,2009,0,0,1,Short Film (Live Action),"Whoa. I just don't know if I should dance or if I should.... Well, it's pretty much amazing and I just want to say thanks to everybody who's been on this project, and to actually a beautiful cast, and my producer Tivi. And it's pretty much...a ride, I must say. I can't say anything else, but I just want to thank Sam Bisbee, Jackie Kelman and Russell Icke. I hope you guys are watching. Edelman, Pawel Edelman, beautiful. But anyway, thank you very much for everything."
2010,2009,0,0,0,Sound Editing,"This is such a great honor to be here. Twenty-three years ago, other side of the world, I sold everything I had to come and be part of what you guys do over here. It's such a great honor. There's so many people have faith in me and gave me a shot, maybe when, I don't know that I earned it yet. And thank you to all those people. My wife and my son, for always loving me no matter what. And Kathryn, what an incredible movie. Thank you for everything and your friendship. All of you, the Academy, thank you so much."
2010,2009,0,0,0,Sound Mixing,"Again, thank you so much. And it's a little bit embarrassing. And to quote Kathryn: ""spoils of riches."" Ray, my partner... Thank you to the Academy. This is the crowning achievement of my career. Thank you to Kathryn, the whole production team. Thank you to my team in Jordan, Simon Bysshe and Baha Othman. And thank you all. Thank you."
2010,2009,0,0,0,Visual Effects,"Thank you on behalf of all of us here. ""Avatar"" is a film about learning to see the world in new ways, and for that extraordinary inspiration I have to thank our director James Cameron. Jim, it was an honor to work with you on this. It was amazing. Also, Jon Landau. Jon, you were such a champion of the film. Thank you very much for that. Everyone at Lightstorm who was so helpful; Eileen Moran and everyone at Weta Digital for your talent and creativity; John Kilkenny; all of our friends at Fox. Sam Worthington, Zoë Saldana, Sigourney Weaver, all of our great cast, thank you for trusting us with your performances. I know that couldn't have been easy. To everyone watching, thank you for the great appreciation you've shown for our film. And just remember, the world that we live in is just as amazing as the one we created for you. Thank you."
2010,2009,0,0,0,Writing (Adapted Screenplay),"Don't know what to say. This is for everybody who works on a dream every day. Precious boys and girls everywhere. All the cast and crew, anyone who's kept believing in me. My two brothers, supported me in every way, my role models, my heroes, Buddy and Todd. My mother Bettye, angel of my world. My father Alphonse, who spent so much time with us and taught us everything. I'm sorry I'm drawing a blank right now, but I thank everyone."
2010,2009,0,0,0,Writing (Original Screenplay),"Oh my god. Wow. Thank you, Academy. You honor me and humble me with this more than, more than you know. I was a reporter back from Iraq with the idea for a story about these men on the frontlines of an unpopular war. I thought it might make a movie. The result wildly exceeded my expectations, and that is thanks to so many people. To Summit Entertainment. To our amazing cast and crew. And most of all, to one extraordinary individual and visionary filmmaker, Kathryn Bigelow. This belongs to you. I would also like to thank and dedicate this to the troops: The hundred and fifteen thousand who are still in Iraq, the hundred and twenty thousand in Afghanistan, and the more than thirty thousand wounded and four thousand who have not made it home. And to my father who didn't live to see this, but inspired me and got me up here. He passed away a month ago. He would've really liked this a lot. Thanks, Dad. Thank you."
2011,2010,1,0,0,Actor in a Leading Role,"I have a feeling my career has just peaked. My deepest thanks to the Academy. I'm afraid I have to warn you that I'm experiencing stirrings, somewhere in the upper abdominals, which are threatening to form themselves into dance moves which, joyous as they may be for me, it would be extremely problematic if they make it to my legs before I get offstage. So I'm going to do my best to be brief with my gratitude. First, for being on this extraordinary list of fellow nominees; something quite formidable and possibly the greatest honor of this. All the crew and my fellow cast members, those who are not here and those who are. Geoffrey, Helena, and Guy, whose virtuosity made it very, very difficult for me to be as bad as I was planning to be. And David Seidler, whose own struggles have given so many people the benefit of his very beautiful voice, and Tom Hooper, for the immense courage and clear sightedness with which he interpreted that. The men who finessed this to the screen: Gareth, Emile, Iain, Xavier, and of course Harvey, who first took me on twenty years ago when I was a mere child sensation. And all the people who have been rooting for me back home. Also Jessica Kolstad, my friend, Paul Lyon-Maris and Chris Andrews, for bearing with me through some of the less fortunate moments as well as the good ones. And my very fortunate friendship with Tom Ford who, to whom I owe a very big piece of this. And to the Anglo-Italian-American-Canadian axis which makes up my family. And Livia, for putting up with my fleeting delusions of royalty and who I hold responsible for this, and for really everything that's good that's happened since I met her. Now, if you'll all excuse me I have some impulses I have to tend to backstage. Thank you very much [unintelligible]."
2011,2010,1,0,0,Actor in a Supporting Role,"Bloody hell. Wow. What a roomful of talented and inspirational people and what the hell am I doing here in the midst of you? It's such an honor. David O. Russell, what a great spirit, you know, on the set. Just, just fantastic. And thank you so much, mate, for making the work that all of us actors did actually mean something, you know? I mean, that's the director's job of translating it to the audience and making it mean something. Thank you for that. Thank you to Pamela Martin, likewise, as our editor. The just incredible work of every actor. Melissa – I'm not gonna drop the f-bomb like she did; I've done that plenty before – Amy, Jack, Mark, man, you know the guy who just got this whole thing going right from the get go. Everybody in Lowell, all the actors from there. Dicky and Micky. Where's my quacker? Is he up there? Dicky's up there somewhere, mate. [Dicky Eklund stands up and waves from the audience.] Eh, mate, you're the best! You're the best. I can't wait – and listen, he's had a wonderful story and I can't wait to see the next chapter of his story, you know? If you wanna, if you wanna be a champ, if you wanna get trained with him, go meet with him. Dickeklund.com. Go do it. Check him out, okay. Alright. He deserves it. Our producers: Mark, David, Todd, incredible. Relativity and Paramount, for just pushing this out there and letting people know it exists. So many movies are just brilliant but nobody ever knows about them, you know? So we're so lucky to be here tonight and have people recognize that. My team, led by Patrick and Boomer and Carlos and Jen and Anna and Julie, thank you so much for everything you do. And of course, mostly, my wonderful wife... [chokes up] I didn't think I was like this! [Unintelligible] my wonderful wife, who's my mast through the storms of life. I hope I'm likewise to you, darling, and our little girl who's taught me so much more than I'll ever be able to teach her. Thank you. Thank you so much."
2011,2010,1,1,0,Actress in a Leading Role,"Thank you. Thank you so much. Thank you so much to the Academy. This is insane and I truly, sincerely wish that the prize tonight was to get to work with my fellow nominees. I'm so in awe of you. I am so grateful to get to do the job that I do. I love it so much. I want to thank my parents, who are right there, first and foremost for giving me my life and for giving me the opportunity to work from such an early age, and showing me every day how to be a good human being by example. And I want to thank my team who works with me every day. Aleen Keshishian, my manager for eighteen years. And my agents, Kevin Huvane and everyone at CAA. Bryna and Tamar at I/D. My friends, who are everything to me no matter what's going on in my career. And everyone who's ever hired me: Luc Besson, who gave me my first job when I was eleven years old; Mike Nichols, who has been my hero and my champion for the past decade; and now Darren Aronofsky. You are a fearless leader, a visionary. I am blessed to have just gotten to get to work with you every day for the period of time we did. So many people helped me prepare for this role. Mary Helen Bowers spent a year with me, training me. Michelle Rodriguez, and Kurt Froman, and Olga Kostritzky, Marina Stavitskaya, and my beautiful love, Benjamin Millepied, who choreographed the film and has now given me my most important role of my life. And also there are people on films that no one ever talks about that are your heart and soul every day. Margie and Geordie, who did my hair and makeup; Nicci, who dressed me; and Kate and Laura Mulleavy, who designed the beautiful ballet costumes. Joe Reidy, our incredible AD, first AD. And our camera operators, J.C. and Steve, you gave me so much soul behind the camera every day and you gave me all of your energy. Most importantly, my family, my friends, and my love. Thank you so much."
2011,2010,1,1,0,Actress in a Supporting Role,"Oh my! Oh my god! Oh wow! Really, really, really, really, really, truly wow. I know there's a lot of people that said a lotta real, real nice things to me for several months now, but I'm just shakin' in my boots here. Okay, alright. Thank you, David O. Russell. I want to thank the actors: Mark Wahlberg; Christian Bale – he might've run out for a second; Amy, my sweet sister Adams; Jack; our lovely daughters. Okay... yeah, I am kind of speechless. Golly sakes, there's people up there, too [waving to the balcony sections]. When I watched Kate two years ago it looked so fuckin easy – oops! Alice Ward, your beautiful family that opened your hearts. I saw Mick here earlier. Dick, shout out for Nana? Alright, Dick's not in the room. Thank you so much, opening your hearts to all of us to make this film. I thanked David, I'll thank him again. My family, my beautiful son who's traveling right now in South America and can't join me. It's okay; I'm okay, Jack. My mom and my dad, and my brother, and my friends, and my family. And I wanna thank the very most of all, the Academy of Motion Picture Sciences, their board of governors and all their members, whom many of you are here today. This has been an extraordinary journey in getting to know what the Academy is about, and first and foremost, thank you, Academy. Because it's about sellin' motion pictures and respecting the work! Thank you so much!"
2011,2010,0,0,0,Animated Feature Film,"Oh boy. I can't believe I'm actually saying this, but thank you to the Academy. I wouldn't be standing here if it weren't for the vision of three incredible guys: John Lasseter, Ed Catmull and Steve Jobs, the founders of Pixar Animation Studios which, by the way, is the most awesome place on the planet to make movies! To my producer Darla Anderson, screenwriter Michael Arndt, my cast and crew, everyone at Disney and Pixar, every single person who had absolutely anything to do with making ""Toy Story 3"" and getting it out into the world, I share this with you. To my grandmother, who always insisted that she'd see me up here someday. To my parents, my wife Laura, my kids, Hannah, Alice and Max, I love you all so much. And finally, thank you to audiences all over the world who came out in historic numbers and embraced a movie about talking toys that hopefully had something very human to say. Thank you. Thank you! Thank you!"
2011,2010,0,1,0,Art Direction,"Tim, this is yours. Thank you."
2011,2010,0,0,0,Art Direction,"Why didn't I lose that twenty pounds? To everyone—Well first of all, the other nominees, Guy, all you guys deserve to be up here. Everyone at Disney, from Iger and Ross and Bailey, Bruce Hendricks, Art Repola, the great Joe Roth. The art department led by Stefan Dechant, Christy Wilson, and Todd Cherniawsky. This great set decorator [putting his arm around O'Hara]. I'm standing here because of three people: Ken Ralston, the great Richard Zanuck, and the wacky world of Tim Burton. There he is! Meet me with a saw because half of this is yours. There's just one last bit of art direction for a Tim Burton film [puts a miniature ""Mad Hatter"" wig and hat on his Oscar]... and there it is. Thank you, Academy. And to my wife, my kids, and I dedicate this to my dad. Thank you."
2011,2010,0,0,0,Cinematography,"Good god, what've you done? Thank you so much. This is a phenomenal honor for me. Thank you to the Academy for this great honor and for the respect that you've shown for all cinematographers. Ahh, I've got to take a breath here for a minute; breathe it in for a second. Where's that thing that shows you how much time you have; oh there it goes! Okay, anyway, none of what I did would have been possible without the incredible vision of my master, Christopher Nolan. His work [applause]... you're taking up my time! [laughs] His work has inspired me for twelve years and continues to. He's a brilliant filmmaker as we all know. Much thanks to Emma Nolan, to Warner Bros., to my fantastic union crew. And to my family: Anna, Nick, Claire, Mia, and to my mom and dad. Thanks so much!"
2011,2010,0,1,0,Costume Design,"Thank you to the Academy and especially to my fellow nominees who are just so much fun to sit with at the, tonight and have been so supportive. It's great to be part of such a great group of people. The story ""Alice in Wonderland"" was described by its publisher in 1865 as a story valued for its rare imagination, priceless humor, and power to transport the reader into a world of pure fantasy; a gift to us all. The heart of any movie lies with the director and I've been incredibly lucky on this and many films to work with the singular Tim Burton. Tim's imagination along with the amazing cast – Johnny's incandescent ""Hatter,"" Mia's ""Alice"" for all girls all times, Helena's the fearless, big-headed queen, and our crystalline snowflake princess Anne Hathaway – made my job a delight. We had the support of a production team headed by Richard Zanuck and Katterli Frauenfelder, supported by Joe Roth, Suzanne and Jen Todd, and Disney, but I couldn't have done it without my team: Christine Cantella and my entire group. Thank you all very much."
2011,2010,0,0,0,Directing,"Wow. Thank you to all the members of the Academy. This is an extraordinary honor. I'd like to congratulate my fellow nominees: Darren, David, David, Joel and Ethan. Your work this year has been extraordinary and I'm honored to be nominated alongside you. Thank you to my wonderful actors. The triangle of man love, which is Colin Firth, Geoffrey Rush, and me. I'm only here because of you guys, and Helena, I hope that reference doesn't make you too jealous. Thank you to all my cast; to my wonderful crew; to my producers, Iain, Gareth, Emile; to David Seidler, whose extraordinary journey from childhood stammerer to the stage of the Kodak I find so profoundly moving. But most of all, thank you to my parents, my mum and dad who are in the audience tonight. And I know there's been a lot of thanking of mums, but this is slightly different because my mum in 2007 was invited by some Australian friends—she's Australian—in London to a fringe theater play reading of an unproduced, unrehearsed play called ""The King's Speech."" Now she's never been invited to a play reading in her entire life before. She almost didn't go because it didn't sound exactly promising, but thank god she did because she came home, rang me up and said, ""Tom, I think I found your next film."" So with this [holding up the Oscar] tonight, I honor you. And the moral of the story is: Listen to your mother."
2011,2010,0,1,0,Documentary (Feature),"Having only made two films I still feel that Charles and I are newcomers to this community, but from the beginning we've been made to feel incredibly welcome and supported for which I'm immensely grateful. Thank you so much to the Academy, and to Sony Classics' Michael and Tom, and much love and gratitude to my family. Thank you so much."
2011,2010,0,0,0,Documentary (Feature),"Forgive me, I must start by pointing out that three years after a horrific financial crisis caused by massive fraud not a single financial executive has gone to jail, and that's wrong. Thank you. But this is, this is also, this is about the movies, in fact that's what this is, so thank you all for this profound honor. You've made us very, very happy. Thank you all. Let the record show I'm not wearing jeans."
2011,2010,0,1,0,Documentary (Short Subject),"Wow, what a great year for docs. Thank you most of all to the exceptional immigrant and refugee children from forty-eight countries at Tel Aviv's remarkable Bialik-Rogozin School. You've shown us that through education, understanding and tolerance, peace really is possible."
2011,2010,0,0,0,Documentary (Short Subject),"Love and gratitude to our visionary executive producer, Lin Arison; HBO's finest, Sheila Nevins; our co-producer and editor, Nancy Baker; cinematographer Buddy Squires; the courageous principal, Karen Tal; the children who opened their hearts to us; and the precious Oliver and Allegra Simon. Thank you."
2011,2010,0,0,0,Film Editing,"Hug it up. First things first. We want to thank everybody that Aaron thanked, first and foremost. And a special thank you to David, who... it's indescribable working with you and thank you for starting my career twenty-odd years ago. Also, big thank you to our wives who allow us to have incredibly passionate love affairs with our families and our work. To my daughter Bronte, find something you truly love doing and great things can happen. The hard part is you got to meet someone like Fincher. Cheers. And thanks very much to the Academy."
2011,2010,0,1,0,Foreign Language Film,"This is a real Oscar. Mor og far... Alice and Gabriel*. Thank you so much, the Academy. What an honor. I am so truly honored and grateful and happy, thank you very much. I really need to congratulate my fellow nominees whose movies were amazing. And I really want to thank Tom Bernard and Michael Barker at Sony Classics for believing so strongly ""In a Better World."" All my, all my creative partners, whether they are in this room or in Denmark or Sweden, this one belongs to all of you as much as it belongs to me. Thank you very much."
2011,2010,0,0,0,Makeup,"Oh man, I'm smiling so big my face hurts. I just want to thank my beautiful wife Silvia for knowing me so well and for being so right. I'm so glad I listened to you, honey. Go, Dave. Crikey. Thank you to Benicio Del Toro, to Anthony Hopkins, also to Universal Studios for their legacy of horror monsters that we love so much. Thank you to our entire crew. And thank you to my beautiful wife Lou. I love you. It was always my ambition to lose an Oscar one day to Rick Baker; this is better. Thank you."
2011,2010,0,0,0,Music (Original Score),"Wow, is this really happening? When we finished work on ""The Social Network"" we were very proud of our work and happy to just be involved in this film, and to be standing up here in this company is humbling and flattering beyond words. I'd like to especially thank the Academy for recognizing our work here. And David Fincher... David Fincher, thank you so much for the opportunity. Also like to thank my wonderful wife Mariqueen. I love you so much. Time's nearly out so I'm going to improvise a little. David, everyone who brought the film to life, thank you so much. Trent, I think you're a genius; a great friend and a genius. My wonderful wife Claudia and our three children, I love you. Thank you."
2011,2010,0,0,0,Music (Original Song),"I'm very grateful for this and surprised. My percentages aren't great. I've been nominated twenty times and this is the second time I won. At the Academy, at the lunch they have for the nominees, where they have like a Randy Newman chicken by this time, the, Mr. Mischer said that it's not really good television to take a list out of your pocket and thank a lot of people. It's not my style anyway, but it is in this case. I mean, to have worked for Pixar doing the six pictures I've done, on this one Lee Unkrich and worked with Mitchell Froom, Chris Montan at Disney. I just have to thank these people. I don't want to; I want to be good television so badly, as you can see. I've been on this show any number of times and I've slowed it down almost every time. No wonder they, they only nominate four songs? There's not one—what about cinematography? It says five, you know. You could find a fifth song from someone. But hell with it! I thank—it might have beat me. Anyway, I thank you all very much for this. The Academy has been enormously kind to me as has the Music Branch. And I love you all. Thank you very much."
